Bureau,Total Accounts,Open Accounts,Close Accounts,Delinquent Accounts,Derogatory Accounts,Total Balances,Total Monthly Payments,Late 30 Count,Late 60 Count,Late 90 Count,No of Revolving Acc,No of Installment,No of Mortgage,No of Open Acc,No of Unknown Acc,No of Collection Acc,No of line of credit Acc,No of Inq,No of Public Record,Age of Oldest Account,Open Student loans,Credit Limit,Credit Score
Equifax,28,7,0,0,3,1061033,7203,4,1,0,12,8,6,0,0,1,0,6,0,12,0,9005,771
TransUnion,11,5,0,0,0,5417,597,5,1,0,6,6,0,0,0,0,0,1,1,9,0,3850,627
Experian,7,5,0,0,0,5417,597,5,0,0,4,3,0,0,0,0,0,1,1,8,0,3050,623
Equifax,10,6,0,0,0,5417,622,3,0,0,5,4,0,0,0,0,0,1,1,9,0,3350,635
TransUnion,15,7,8,0,6,17800,598,2,1,0,6,5,0,2,0,3,0,3,0,13,0,7500,622
Experian,13,3,10,0,6,19247,510,5,3,2,6,3,0,1,0,2,0,3,0,13,0,7500,593
Equifax,12,5,7,0,5,18458,510,4,2,2,6,2,0,1,0,1,0,3,0,13,0,400,556
TransUnion,24,10,14,0,11,22668,88,0,0,0,10,12,0,2,0,0,0,5,0,13,0,9000,637
Experian,24,8,16,0,11,22639,0,10,8,8,10,11,0,1,0,1,0,2,0,17,0,19200,644
Equifax,26,10,16,0,11,22119,0,11,6,7,11,12,0,2,0,1,0,2,0,17,7,400,649
TransUnion,47,12,35,0,6,352913,2997,3,0,0,15,31,4,0,0,1,0,5,0,18,0,66327,709
Experian,50,11,39,0,6,348718,2865,7,4,4,17,26,4,0,0,1,0,2,0,18,0,71527,731
Equifax,50,11,39,0,7,344499,2873,7,4,4,18,26,4,0,0,0,0,1,0,18,10,15800,719
TransUnion,26,0,20,1,0,15590,552,2,1,1,8,17,0,1,0,1,0,7,0,10,0,3100,637
Experian,20,0,15,1,0,15590,552,4,2,2,8,9,0,0,0,0,0,5,0,10,0,3100,649
Equifax,21,0,17,0,0,13467,527,0,0,0,4,16,0,0,0,0,0,3,0,16,6,900,693
TransUnion,32,23,9,0,0,94412,2099,1,0,0,21,20,0,0,0,0,1,35,0,20,1,70470,577
Experian,42,28,14,0,0,95427,3317,1,0,0,22,10,0,0,0,0,1,39,0,20,3,70470,579
Equifax,32,22,10,0,0,94412,2099,1,0,0,21,10,0,0,0,0,0,13,0,20,5,50720,583
TransUnion,0,0,2,0,3,110521,1769,0,0,0,7,21,0,2,0,2,0,0,0,19,0,16600,627
Experian,0,0,27,0,3,110521,1769,0,0,0,6,18,0,1,0,1,0,0,0,13,0,10100,622
Equifax,0,0,4,0,3,110521,1820,0,0,0,7,19,0,1,0,1,0,0,0,19,13,16350,629
TransUnion,11,9,2,0,2,39667,1270,2,0,0,5,6,0,1,0,0,0,2,0,10,0,7500,693
Experian,13,9,4,0,2,40137,1740,2,0,0,6,4,0,0,0,0,0,2,0,11,0,25000,698
Equifax,14,9,5,0,2,39824,1270,2,0,0,6,6,0,1,0,0,0,0,0,11,0,25000,703
TransUnion,7,3,4,1,2,7853,0,1,1,0,6,1,0,1,0,1,0,17,0,6,1,6401,532
Experian,8,3,5,1,3,7853,103,5,5,2,6,1,0,1,0,0,0,6,0,7,1,6401,535
Equifax,6,2,4,1,2,18303,0,5,5,2,3,1,0,0,0,0,0,3,0,3,0,0,560
TransUnion,8,3,5,0,3,562,35,0,0,0,5,2,2,0,0,0,0,0,2,15,0,40328,682
Experian,8,2,6,0,1,562,35,0,0,0,4,2,2,0,0,0,0,0,2,12,0,4200,687
Equifax,11,2,9,0,2,562,35,0,0,0,6,2,2,0,0,0,0,0,2,16,0,4200,706
TransUnion,36,24,12,0,8,95693,84,1,0,0,11,26,0,0,0,0,0,4,1,22,0,65140,733
Experian,36,24,12,0,3,95768,259,1,0,0,10,26,0,0,0,0,0,3,0,22,0,53040,706
Equifax,45,22,23,0,8,95693,84,1,0,0,9,31,0,0,0,0,0,1,1,22,18,36940,728
TransUnion,39,18,21,1,15,83564,593,8,1,1,17,12,0,1,0,9,0,1,1,13,0,13020,549
Experian,32,12,20,3,11,83563,593,15,5,5,13,11,0,2,0,8,0,3,1,13,0,11170,540
Equifax,35,20,15,1,15,83564,593,14,6,6,14,12,0,6,0,1,0,0,1,13,8,400,546
TransUnion,10,3,7,1,0,1116,596,6,1,0,3,7,0,0,0,0,0,6,0,13,0,1900,675
Experian,9,3,6,1,0,0,0,5,1,0,3,6,0,0,0,0,0,14,0,13,0,1900,598
Equifax,9,3,6,1,0,1116,596,5,1,0,3,6,0,0,0,0,0,1,0,13,3,400,679
TransUnion,20,4,16,0,5,7140,111,0,0,1,8,10,2,0,0,1,0,0,0,11,0,15300,589
Experian,20,4,16,0,5,7043,104,5,6,5,8,8,2,0,0,1,0,0,0,11,0,15300,600
Equifax,20,4,16,0,5,7043,104,5,6,5,8,9,2,1,0,0,0,0,0,11,1,3300,620
TransUnion,8,4,4,0,4,6915,79,1,0,0,3,3,0,0,0,4,0,2,0,17,0,4301,597
Experian,8,2,6,0,3,3497,72,2,1,0,2,3,0,0,0,2,0,4,0,8,0,1800,614
Equifax,7,2,5,0,3,8914,79,2,1,0,2,2,0,0,0,2,0,1,0,8,0,1800,557
TransUnion,17,11,6,1,0,35147,821,0,0,0,6,9,0,0,0,4,0,14,0,8,0,1100,526
Experian,18,8,10,1,0,38293,821,4,3,3,5,8,0,1,0,3,0,13,0,9,0,1400,528
Equifax,16,9,7,1,0,35415,821,3,3,3,5,8,0,0,0,2,0,6,0,9,4,400,530
TransUnion,15,6,9,0,6,94886,419,1,1,1,9,2,2,1,0,1,0,1,0,12,0,7259,627
Experian,16,5,11,1,3,95206,419,2,2,2,9,2,2,0,0,1,0,3,0,12,0,7259,622
Equifax,16,6,10,0,6,94886,419,2,2,2,10,2,2,1,0,0,0,1,0,12,1,900,602
TransUnion,11,6,0,0,0,4236,89,6,0,2,3,5,0,1,0,4,0,3,0,13,1,1000,603
Experian,11,3,0,0,0,5196,89,4,0,0,3,4,0,1,0,3,0,3,0,13,1,800,536
Equifax,12,6,0,0,0,4094,54,5,0,0,3,5,0,1,0,1,0,2,0,9,0,600,582
TransUnion,39,25,0,0,8,168635,3221,1,0,0,13,28,0,2,0,0,1,11,0,13,1,32696,598
Experian,45,26,0,0,4,168996,2166,1,0,0,13,23,0,1,0,0,1,15,0,13,0,32696,598
Equifax,39,26,0,0,8,168635,2454,1,1,1,13,22,0,2,0,0,0,7,0,13,15,4550,570
TransUnion,19,12,7,2,8,71923,1156,0,0,0,9,7,1,1,0,6,0,25,0,7,0,21350,524
Experian,16,4,12,1,7,69353,520,2,0,0,5,5,0,0,0,6,0,3,0,7,0,4950,558
Equifax,16,7,9,2,7,340829,3995,5,1,0,6,2,0,0,0,3,0,1,0,7,0,6950,484
TransUnion,15,4,11,1,3,81660,25,1,1,0,7,7,0,2,0,1,0,1,0,12,1,15900,712
Experian,12,3,9,0,2,225,25,0,1,0,6,6,0,0,0,0,0,2,0,13,1,4400,720
Equifax,17,7,10,1,2,81660,718,0,1,0,6,7,0,1,0,1,0,2,0,15,0,4000,720
TransUnion,39,29,10,0,0,111563,1079,3,1,0,12,24,3,0,0,0,0,10,0,13,0,26560,722
Experian,40,30,10,0,0,104745,1033,1,0,0,12,26,3,0,0,0,0,10,0,13,0,27760,737
Equifax,37,30,7,0,0,111563,1079,2,1,0,11,22,3,0,0,0,0,7,0,11,19,6530,731
TransUnion,13,9,4,0,5,29893,350,0,0,0,15,1,0,0,0,2,1,7,0,20,0,61850,585
Experian,18,7,11,1,4,29801,350,1,0,0,15,1,0,1,0,1,1,10,0,20,0,46850,556
Equifax,16,8,8,1,3,26144,180,1,0,0,9,0,0,0,0,0,0,3,0,19,0,1600,576
TransUnion,15,2,13,0,3,59,29,5,0,0,13,2,0,0,0,2,0,1,0,15,0,8990,658
Experian,14,2,12,0,2,59,29,6,1,1,12,2,0,0,0,1,0,1,0,16,0,8610,619
Equifax,21,2,19,0,2,59,29,4,1,1,15,2,0,0,0,1,0,1,0,28,0,2550,640
TransUnion,1,1,0,0,1,1785,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0,0,524
Experian,1,0,1,0,1,1785,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,524
Equifax,1,0,1,0,1,1785,0,0,0,0,0,0,0,0,0,1,0,1,0,13,0,0,524
TransUnion,4,2,2,0,2,17231,0,0,0,0,1,2,0,0,0,1,1,1,0,10,0,700,604
Experian,4,2,2,0,2,17231,0,0,0,0,1,2,0,0,0,1,1,4,0,10,0,700,640
Equifax,6,2,4,0,1,16274,0,0,0,0,1,3,0,0,0,0,0,1,0,8,0,500,661
TransUnion,10,6,4,0,1,87714,398,0,0,1,5,4,0,3,0,1,0,6,0,22,0,6425,616
Experian,12,6,6,0,1,87972,399,0,0,1,6,4,0,1,0,0,0,12,0,22,0,6825,634
Equifax,10,8,2,0,1,87711,395,0,0,1,4,4,0,0,0,0,0,4,0,22,1,525,616
TransUnion,0,0,0,1,0,25631,790,5,0,0,2,7,0,1,0,6,0,2,0,9,0,2800,623
Experian,0,0,0,1,0,25321,790,8,0,0,2,5,0,0,0,5,0,2,0,6,0,2800,625
Equifax,0,0,0,1,0,23492,790,7,0,0,2,4,0,0,0,2,0,2,0,22,0,2300,636
TransUnion,67,11,56,1,1,140462,3075,7,0,0,58,9,4,1,0,0,2,12,0,24,0,257048,633
Experian,72,10,62,0,1,137789,3075,8,1,1,60,9,3,0,0,0,2,21,0,24,0,219724,654
Equifax,79,10,69,0,1,140215,3075,8,1,1,56,9,3,0,0,0,2,8,0,23,0,72098,665
TransUnion,10,0,6,0,0,28401,0,1,1,1,6,2,0,0,0,2,0,1,0,3,0,8700,546
Experian,10,0,8,0,0,28401,38,3,3,4,6,2,0,1,0,1,0,3,0,3,0,9200,537
Equifax,8,0,5,0,0,17432,0,2,3,2,5,1,0,2,0,0,0,1,0,3,0,1200,597
TransUnion,21,18,3,0,0,97300,2133,0,0,0,12,7,0,2,0,0,0,9,0,5,0,45700,734
Experian,19,16,3,0,0,82061,1846,0,0,0,12,6,0,1,0,0,0,10,0,5,0,44950,721
Equifax,18,15,3,0,0,81549,1821,0,0,0,10,6,0,2,0,0,0,13,0,4,0,34150,704
TransUnion,2,0,1,0,1,1928,0,2,2,0,1,0,0,0,0,1,0,2,0,6,0,200,508
Experian,3,0,3,0,1,1928,0,3,2,0,1,1,0,0,0,1,0,4,0,6,0,200,513
Equifax,2,0,2,0,1,1928,0,2,2,0,1,0,0,0,0,1,0,0,0,6,0,0,515
TransUnion,14,7,7,0,1,95904,0,1,0,0,2,11,0,1,0,0,0,27,0,24,0,3500,617
Experian,13,7,6,0,2,100373,25,2,1,1,2,9,0,1,0,1,0,20,0,24,0,3500,558
Equifax,14,6,8,0,2,100373,0,3,1,1,1,11,0,1,0,1,0,19,0,6,4,0,553
TransUnion,0,0,0,0,0,32940,0,5,3,0,15,2,0,1,0,1,0,0,0,32,0,149620,568
Experian,0,0,0,0,0,32940,25,7,4,2,7,2,0,1,0,1,0,0,0,32,0,86300,591
Equifax,0,0,0,0,0,32940,101,7,5,2,9,2,0,1,0,1,0,0,0,32,0,54820,568
TransUnion,3,0,0,0,2,5753,0,3,0,0,0,2,0,1,0,0,0,9,0,27,0,0,511
Experian,3,0,0,0,2,5753,0,12,4,0,0,2,0,1,0,0,0,9,0,27,0,0,512
Equifax,4,0,0,0,2,5844,0,19,5,1,0,3,0,1,0,0,0,7,0,27,0,0,553
TransUnion,10,7,3,0,0,28734,718,0,0,0,3,8,0,0,0,0,0,24,0,13,0,8450,671
Experian,13,9,4,0,0,28935,919,0,0,0,3,8,0,0,0,0,0,36,0,13,0,8450,674
Equifax,10,7,3,0,0,28734,718,0,0,0,3,7,0,0,0,0,0,22,0,13,3,8450,676
TransUnion,4,4,0,0,0,21551,515,0,0,0,4,1,0,0,0,0,0,9,0,2,0,8400,616
Experian,4,4,0,0,0,5230,208,0,0,0,3,1,0,0,0,0,0,12,0,6,0,4300,577
Equifax,4,4,0,0,0,21551,515,0,0,0,3,0,0,0,0,0,0,4,0,2,0,7300,624
TransUnion,0,10,14,6,0,188627,2739,14,10,1,11,9,0,4,0,0,0,27,0,23,0,70000,503
Experian,0,13,10,7,0,182277,2877,16,12,3,8,10,0,5,0,0,0,2,0,9,0,43700,506
Equifax,0,13,11,6,0,188507,3067,15,12,2,10,9,0,4,0,1,0,1,0,23,0,35300,494
TransUnion,6,0,4,0,0,14223,35,0,0,0,2,3,0,1,0,0,0,4,0,7,0,3100,571
Experian,5,0,3,0,0,14423,55,4,2,2,2,3,0,0,0,0,0,0,0,4,0,2800,578
Equifax,9,0,7,0,0,14334,55,4,1,2,3,6,0,0,0,0,0,5,0,7,0,0,574
TransUnion,14,11,3,0,0,47422,0,2,4,3,3,11,0,0,0,0,0,0,0,6,0,2500,635
Experian,15,11,4,0,0,47422,0,3,5,4,3,12,0,0,0,0,0,0,0,6,4,2500,629
Equifax,14,11,3,0,0,47422,0,3,5,4,3,11,0,0,0,0,0,0,0,6,8,0,635
TransUnion,11,3,8,0,8,65088,58,3,0,0,4,2,0,1,0,4,0,0,0,11,0,1900,501
Experian,10,1,9,0,5,24140,58,5,2,1,4,3,0,0,0,3,0,0,0,4,0,14400,505
Equifax,10,3,7,0,6,63236,587,5,2,1,5,2,0,1,0,2,0,0,0,11,0,500,484
TransUnion,9,4,5,0,6,39700,0,0,0,0,3,4,0,0,0,2,0,5,0,5,0,1760,546
Experian,10,2,8,0,6,39700,0,5,3,3,3,5,0,2,0,0,0,6,0,5,0,1760,551
Equifax,9,4,5,0,6,39700,0,4,2,3,3,4,0,2,0,0,0,2,0,5,2,0,549
TransUnion,27,16,0,0,0,106563,127,2,2,2,6,14,0,0,0,7,0,16,0,13,0,5250,528
Experian,25,7,0,0,0,99415,40,3,3,2,4,16,0,2,0,3,0,32,0,11,0,4350,527
Equifax,25,12,0,0,0,99836,127,3,3,3,7,15,0,3,0,0,0,26,0,19,6,1200,534
TransUnion,27,16,0,0,0,106563,127,2,2,2,6,14,0,0,0,7,0,16,0,13,0,5250,528
Experian,25,7,0,0,0,99415,40,3,3,2,4,16,0,2,0,3,0,32,0,11,0,4350,527
Equifax,25,12,0,0,0,99836,127,3,3,3,7,15,0,3,0,0,0,26,0,23,6,1200,534
TransUnion,24,18,6,1,0,38759,1644,2,0,0,20,4,0,0,0,0,0,9,0,8,0,59000,718
Experian,27,20,7,1,1,40397,1930,3,0,0,20,6,0,0,0,1,0,6,0,6,0,60150,725
Equifax,24,18,6,1,0,39348,1644,2,0,0,20,4,0,0,0,0,0,2,0,6,0,50950,725
TransUnion,11,5,6,0,2,190842,4426,0,0,0,6,4,0,0,0,1,0,33,0,40,0,10629,478
Experian,11,3,8,0,2,194510,4426,1,1,1,5,4,0,0,0,1,0,35,0,7,0,5529,605
Equifax,10,3,7,0,1,191439,4426,1,1,1,5,4,0,0,0,0,0,35,0,7,0,400,607
TransUnion,7,7,0,0,0,14524,498,1,0,0,7,0,0,0,0,0,0,6,0,4,0,17800,555
Experian,9,7,0,0,0,14502,497,2,1,1,8,1,0,0,0,0,0,4,0,4,0,18783,578
Equifax,7,7,0,0,0,14502,497,0,0,0,7,0,0,0,0,0,0,0,0,4,0,17800,559
TransUnion,10,1,9,1,2,2345,0,1,0,0,2,6,1,1,0,0,0,4,0,11,0,500,522
Experian,10,1,9,1,3,2917,0,4,2,2,4,4,1,2,0,0,0,3,0,19,0,400,525
Equifax,12,2,10,1,3,2917,0,3,2,0,3,5,1,2,0,0,0,4,0,10,0,0,492
TransUnion,7,1,6,0,0,9999,114,0,0,0,1,6,0,0,0,0,0,2,0,17,0,10000,621
Experian,4,2,2,0,2,10643,139,0,0,0,1,1,0,0,0,1,0,1,0,18,0,10000,545
Equifax,3,2,1,0,1,10491,139,0,0,0,2,0,0,0,0,1,0,3,0,3,0,10500,542
TransUnion,0,2,0,0,0,100,25,0,0,0,2,1,0,0,0,1,0,0,0,4,0,2550,754
Experian,0,3,0,0,0,163114,3677,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2550,744
Equifax,0,2,0,0,0,100,25,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2550,765
TransUnion,29,0,0,0,0,70845,1307,0,0,0,10,13,0,4,0,0,1,7,0,15,0,53250,712
Experian,22,0,0,0,0,70845,1307,0,0,0,10,10,0,2,0,0,1,7,0,16,1,50350,715
Equifax,33,0,0,1,0,70059,1522,0,0,0,13,16,0,2,0,0,1,2,0,16,1,41524,723
TransUnion,12,8,4,0,4,9409,412,5,2,1,5,3,0,2,0,2,0,2,0,7,0,4800,595
Experian,8,4,4,0,3,9637,412,5,1,1,4,1,0,2,0,1,0,5,0,16,0,4300,540
Equifax,11,8,3,0,4,9409,412,5,1,1,5,2,0,4,0,0,0,2,0,7,0,1500,575
TransUnion,34,10,24,1,17,51012,57,3,0,0,18,10,0,0,0,5,0,9,1,12,0,21107,499
Experian,33,4,29,1,16,47643,57,11,6,7,19,9,0,0,0,4,0,12,1,12,1,26307,500
Equifax,30,7,23,1,11,47159,57,9,5,7,17,8,0,4,0,0,0,16,0,12,1,6800,590
TransUnion,12,0,0,0,0,33092,25,2,1,1,3,2,0,0,0,7,0,3,0,5,0,1000,461
Experian,10,0,0,0,0,31007,0,2,2,2,2,2,0,0,0,6,0,0,0,3,0,0,464
Equifax,12,0,0,0,0,32765,25,3,2,2,3,2,0,1,0,6,0,0,0,6,0,1000,483
TransUnion,20,6,14,4,8,17157,652,8,4,1,8,10,0,0,0,2,0,4,0,7,0,2795,500
Experian,20,5,15,5,8,17157,652,12,14,5,8,10,0,0,0,2,0,0,0,7,0,2795,502
Equifax,18,7,11,3,6,16829,652,2,6,3,7,10,0,1,0,0,0,3,0,7,0,1675,513
TransUnion,12,0,0,0,0,13678,472,3,1,0,10,1,0,0,0,1,0,7,0,9,0,14600,708
Experian,11,0,0,0,0,15466,463,0,0,0,8,2,0,1,0,0,0,7,0,7,0,14100,679
Equifax,13,0,0,0,0,13678,472,2,1,0,10,2,0,1,0,0,0,3,0,9,0,13800,716
TransUnion,2,2,0,0,2,843,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,524
Experian,4,0,4,0,4,2443,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,0,517
Equifax,3,1,2,1,2,2060,0,0,0,0,0,0,0,1,0,2,0,1,0,6,0,0,524
TransUnion,2,2,0,0,2,843,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,524
Experian,4,0,4,0,4,2443,0,0,0,0,0,0,0,0,0,4,0,5,0,4,0,0,517
Equifax,3,1,2,1,2,2060,0,0,0,0,0,0,0,1,0,2,0,1,0,4,0,0,524
TransUnion,30,15,15,0,1,86151,2426,1,0,0,16,12,0,1,0,1,0,24,0,16,0,38426,549
Experian,34,14,20,0,1,85555,2466,2,2,2,18,14,0,1,0,1,0,18,0,16,0,39526,572
Equifax,11,9,2,0,1,72381,1993,0,0,0,6,4,0,0,0,1,0,6,0,4,0,11850,573
TransUnion,28,13,15,5,5,41412,497,5,3,1,14,12,0,0,0,2,0,12,0,6,0,64300,496
Experian,28,10,18,5,4,40304,559,9,6,2,14,12,0,0,0,2,0,4,0,6,0,64300,497
Equifax,25,11,14,5,2,39462,497,6,4,1,14,11,0,0,0,0,0,0,0,6,8,5000,517
TransUnion,28,13,15,5,5,41412,497,5,3,1,14,12,0,0,0,2,0,12,0,6,0,64300,496
Experian,28,10,18,5,4,40304,559,9,6,2,14,12,0,0,0,2,0,4,0,6,0,64300,497
Equifax,25,11,14,5,2,39462,497,6,4,1,14,11,0,0,0,0,0,0,0,6,8,5000,517
TransUnion,5,5,0,0,0,10212,290,5,3,0,3,2,0,0,0,0,0,8,0,4,0,6200,488
Experian,6,6,0,0,0,10232,295,5,4,0,4,2,0,0,0,0,0,4,0,4,0,6950,504
Equifax,6,6,0,0,0,10232,295,5,3,0,4,2,0,0,0,0,0,12,0,4,2,6750,503
TransUnion,13,11,2,0,0,20681,529,0,0,0,9,3,0,0,0,1,0,3,0,10,0,12800,660
Experian,12,9,3,0,0,19400,900,1,0,0,7,5,0,0,0,0,0,6,0,10,0,11800,677
Equifax,12,9,3,0,0,20665,618,0,0,0,8,3,0,0,0,1,0,1,0,10,0,3900,669
TransUnion,13,11,2,0,0,20681,529,0,0,0,9,3,0,0,0,1,0,3,0,10,0,12800,660
Experian,12,9,3,0,0,19400,900,1,0,0,7,5,0,0,0,0,0,6,0,10,0,11800,677
Equifax,12,9,3,0,0,20665,618,0,0,0,8,3,0,0,0,1,0,1,0,10,0,3900,669
TransUnion,10,8,2,0,0,16472,125,4,0,0,3,6,0,1,0,0,0,2,0,6,0,1800,602
Experian,11,8,3,0,0,16487,136,4,1,0,3,7,0,1,0,0,0,2,0,6,0,1800,596
Equifax,10,8,2,0,0,16472,125,4,0,0,3,6,0,1,0,0,0,1,0,6,4,1500,605
TransUnion,10,5,0,0,4,37946,0,0,0,0,8,2,0,0,0,0,0,4,0,34,0,62300,540
Experian,10,6,0,0,4,37946,109,5,4,4,7,2,0,1,0,0,0,4,0,34,0,83300,577
Equifax,5,1,0,0,4,37946,0,3,4,3,3,2,0,0,0,0,0,0,0,5,1,0,522
TransUnion,27,15,12,6,7,37500,1413,2,0,0,21,6,0,0,0,0,0,5,0,9,0,51270,471
Experian,28,16,12,7,5,40553,1438,9,7,5,21,7,0,0,0,0,0,5,0,9,0,51270,480
Equifax,29,15,14,6,7,37500,1413,3,2,3,23,6,0,0,0,0,0,3,0,16,0,35860,481
TransUnion,27,15,12,6,7,37500,1413,2,0,0,21,6,0,0,0,0,0,5,0,9,0,51270,471
Experian,28,16,12,7,5,40553,1438,9,7,5,21,7,0,0,0,0,0,5,0,9,0,51270,480
Equifax,29,15,14,6,7,37500,1413,3,2,3,23,6,0,0,0,0,0,3,0,16,0,35860,481
TransUnion,7,1,3,1,4,2462600,89400,3,2,1,3,1,0,2,0,0,0,0,0,3,0,5750,553
Experian,6,1,5,2,4,2462600,89400,4,3,2,3,2,0,0,0,1,0,0,0,3,0,5750,562
Equifax,5,1,3,2,3,2274200,89400,4,3,2,3,1,0,1,0,0,0,0,0,3,0,5750,568
TransUnion,0,0,0,0,0,0,0,1,0,0,6,1,0,1,0,0,0,0,0,8,0,66300,653
Experian,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,8,0,66300,663
Equifax,0,0,0,0,0,0,0,1,0,0,6,1,0,1,0,0,0,0,0,8,0,66300,637
TransUnion,16,10,6,1,1,345700,273800,1,0,0,13,2,0,1,0,0,0,0,0,24,0,88200,743
Experian,18,10,8,1,1,1292900,70300,1,0,0,15,3,0,0,0,0,0,5,0,24,0,90000,689
Equifax,16,10,6,1,1,343900,272000,1,0,0,12,3,0,1,0,0,0,1,0,4,0,47200,719
TransUnion,14,9,4,1,2,8482500,180100,0,0,0,6,7,0,1,0,0,0,6,0,24,0,10100,708
Experian,14,8,6,1,2,8482500,180100,0,0,0,6,7,0,0,0,1,0,5,0,8,0,10100,703
Equifax,13,8,5,1,1,8422900,1801,0,0,0,6,7,0,0,0,0,0,3,0,6,0,10100,697
TransUnion,4,1,1,0,2,158000,2000,0,0,0,2,0,0,2,0,0,0,2,0,5,0,700,586
Experian,3,1,2,0,1,102300,2000,0,0,0,2,0,0,0,0,1,0,3,0,5,0,700,591
Equifax,2,1,1,0,0,39800,2000,0,0,0,2,0,0,0,0,0,0,3,0,5,0,700,673
TransUnion,0,0,0,0,0,0,0,7,1,0,12,4,0,8,0,0,0,0,0,13,0,86150,561
Experian,0,0,0,0,0,0,0,15,7,6,14,10,0,0,0,0,0,0,0,17,0,76850,570
Equifax,0,0,0,0,0,0,0,14,6,5,14,4,0,6,0,0,0,0,0,17,0,79250,589
TransUnion,0,0,0,0,0,0,0,0,0,0,4,2,3,1,0,0,0,0,0,6,0,81400,663
Experian,0,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,6,0,81400,667
Equifax,0,0,0,0,0,0,0,0,0,0,4,2,3,1,0,0,0,0,0,6,0,81400,663
TransUnion,0,0,0,0,0,0,0,3,3,2,9,3,0,3,0,0,0,0,0,8,0,67550,579
Experian,0,0,0,0,0,0,0,3,3,2,11,3,0,0,0,1,0,0,0,14,0,71250,596
Equifax,0,0,0,0,0,0,0,3,3,2,8,3,0,0,0,2,0,0,0,8,0,3550,561
TransUnion,0,0,0,0,0,0,0,10,2,4,5,7,0,1,0,0,0,0,0,15,0,6900,533
Experian,0,0,0,0,0,0,0,9,3,4,5,7,0,0,0,1,0,0,0,15,0,6900,596
Equifax,0,0,0,0,0,0,0,11,3,7,5,9,0,0,0,0,0,0,0,18,0,7400,561
TransUnion,6,4,2,0,0,9856200,247200,0,0,0,3,3,0,0,0,0,0,8,0,15,0,15600,734
Experian,9,4,5,0,0,9856200,247200,4,4,2,5,4,0,0,0,0,0,14,0,15,0,16700,675
Equifax,8,4,3,0,0,9867600,247200,0,0,0,3,3,0,0,0,1,1,3,0,15,0,15600,653
TransUnion,7,2,3,0,2,28100,3400,0,0,0,2,3,0,1,0,0,0,9,0,6,0,2300,638
Experian,9,3,6,0,2,32600,3900,1,0,0,4,4,0,0,0,1,0,9,0,4,0,3050,642
Equifax,8,3,3,0,1,33100,3900,0,0,0,3,3,0,0,0,1,1,5,0,6,0,3050,651
TransUnion,18,5,12,3,3,35786000,332800,0,0,0,9,6,2,1,0,0,0,0,0,48,0,80900,765
Experian,16,5,11,6,6,35786000,332800,0,0,0,8,6,0,0,0,0,0,0,0,19,0,34900,752
Equifax,19,5,13,6,6,35786000,342000,0,0,0,10,6,2,1,0,0,0,0,0,48,0,81200,788
TransUnion,0,0,0,0,0,0,0,1,0,0,15,8,1,3,0,0,0,0,0,43,0,77000,722
Experian,0,0,0,0,0,0,0,1,0,0,15,11,0,0,0,3,0,0,0,20,0,69500,640
Equifax,0,0,0,0,0,0,0,1,0,0,13,8,1,1,0,2,0,0,0,43,0,69050,706
TransUnion,12,6,4,2,4,4944,2129,5,3,0,4,3,0,4,0,0,0,4,0,12,0,15550,566
Experian,9,4,5,2,3,3485,279,7,5,1,5,4,0,0,0,0,0,2,0,12,0,15550,603
Equifax,9,6,3,2,2,3485,2129,4,2,2,3,3,0,2,0,0,1,3,0,19,0,2050,607
TransUnion,16,4,4,3,8,23319900,390800,9,1,1,3,8,3,2,0,0,0,3,0,10,0,2100,555
Experian,11,4,7,6,8,23319900,390800,10,1,1,3,7,0,0,0,0,0,1,0,10,0,2100,537
Equifax,16,3,5,6,8,21058500,328300,9,1,1,3,8,3,2,0,0,0,4,0,9,0,2100,546
TransUnion,9,0,4,0,5,2334300,0,0,0,0,1,3,0,4,0,0,0,0,0,7,0,1000,587
Experian,8,0,8,0,5,1125900,0,0,0,0,2,4,0,0,0,1,0,0,0,7,0,1000,566
Equifax,9,0,5,0,6,1125900,62500,1,0,0,2,3,0,3,0,1,0,0,0,7,0,2000,554
TransUnion,5,2,3,0,0,2533100,66700,0,0,0,3,1,0,0,0,0,0,0,0,13,0,81000,792
Experian,5,3,2,0,0,2533100,98100,0,0,0,3,1,0,0,0,0,0,0,0,13,0,81000,747
Equifax,4,2,2,0,0,2533100,66700,0,0,0,3,1,0,0,0,0,0,0,0,2,0,12000,766
TransUnion,4,3,1,0,0,28100,182500,0,0,0,3,0,0,1,0,0,0,0,0,12,0,3300,758
Experian,3,2,1,0,0,28100,2500,0,0,0,3,0,0,0,0,0,0,0,0,12,0,3300,737
Equifax,4,3,1,0,0,28100,182500,0,0,0,3,0,0,1,0,0,0,0,0,8,0,3300,746
