Bureau,Total Accounts,Open Accounts,Close Accounts,Delinquent Accounts,Derogatory Accounts,Total Balances,Total Monthly Payments,Late 30 Count,Late 60 Count,Late 90 Count,No of Revolving Acc,No of Installment,No of Mortgage,No of Open Acc,No of Unknown Acc,No of Collection Acc,No of line of credit Acc,No of Inq,No of Public Record,Age of Oldest Account,Open Student loans,Credit Limit,Credit Score
TransUnion,2,1,0,0,0,3161200,76800,0,0,0,1,1,0,0,0,0,0,0,0,4,0,300,728
Experian,3,1,0,0,0,3161200,76800,0,0,0,2,1,0,0,0,0,0,0,0,9,0,6300,698
Equifax,3,1,0,0,0,3161200,76800,0,0,0,2,1,0,0,0,0,0,0,0,9,0,6300,717
TransUnion,0,0,0,0,0,0,0,1,0,0,5,7,4,1,0,0,0,0,0,19,0,144100,700
Experian,0,0,0,0,0,0,0,14,16,7,7,7,0,0,0,0,0,0,0,19,0,144100,683
Equifax,0,0,0,0,0,0,0,1,0,0,4,8,4,1,0,0,1,0,0,19,0,128600,692
TransUnion,16,7,8,2,4,2711200,21900,2,1,1,10,4,0,0,0,0,0,0,0,17,0,56901,539
Experian,16,11,5,3,3,2218000,129800,5,4,2,10,4,0,0,0,0,0,0,0,17,0,54500,573
Equifax,12,8,4,3,3,2154300,50700,5,4,1,7,4,0,0,0,0,0,0,0,16,0,14251,549
TransUnion,7,2,5,0,0,5278200,156900,0,0,0,3,3,0,0,0,0,0,0,0,9,0,33100,662
Experian,6,3,3,0,0,5148300,156900,0,0,0,3,3,0,0,0,0,0,0,0,11,0,5000,738
Equifax,6,2,4,0,0,5133200,152600,0,0,0,2,3,0,0,0,0,1,0,0,11,0,6500,657
TransUnion,14,3,10,1,1,4431400,106400,1,0,0,8,4,0,0,0,0,0,0,0,8,0,58600,688
Experian,10,3,7,1,1,4431400,106400,1,0,0,6,4,0,0,0,0,0,0,0,8,0,23600,685
Equifax,11,3,8,1,1,4434100,109100,1,0,0,6,5,0,0,0,0,0,0,0,15,0,21600,718
TransUnion,22,12,8,4,5,36155,1129,5,0,0,15,5,0,1,0,0,0,6,0,19,0,96765,642
Experian,20,12,8,5,5,37166,1169,6,0,0,16,4,0,0,0,0,0,6,0,19,0,82049,633
Equifax,22,12,9,5,5,35998,1129,5,0,0,16,5,0,1,0,0,0,5,0,19,0,96349,640
TransUnion,0,0,0,0,0,0,0,1,0,0,6,2,2,1,0,0,0,0,0,12,0,24390,686
Experian,0,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,12,0,21890,686
Equifax,0,0,0,0,0,0,0,1,0,0,5,2,2,2,0,0,0,0,0,18,0,21890,690
TransUnion,0,0,0,0,0,0,0,2,0,0,15,1,2,1,0,0,0,0,0,16,0,138450,638
Experian,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,0,0,16,0,55150,613
Equifax,0,0,0,0,0,0,0,6,5,0,9,2,1,0,0,1,0,0,0,10,0,38050,612
TransUnion,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,22,0,43600,629
Experian,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,22,0,60560,634
Equifax,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,9,0,9600,666
TransUnion,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,0,0,4,0,34600,539
Experian,0,0,0,0,0,0,0,3,1,1,7,2,0,0,0,1,0,0,0,2,0,34600,523
Equifax,0,0,0,0,0,0,0,1,1,0,4,2,0,0,0,1,0,0,0,2,1,3600,513
TransUnion,11,4,4,0,4,9505200,121000,0,0,0,6,2,0,2,0,0,0,14,0,7,0,43500,544
Experian,8,5,3,0,1,8817300,1665,0,0,0,5,3,0,0,0,0,0,5,0,7,0,28500,605
Equifax,8,4,3,0,2,8856600,123700,0,0,0,4,3,0,1,0,0,0,2,0,12,0,21500,567
TransUnion,15,2,13,1,4,10393900,247400,1,0,0,8,6,0,0,0,0,0,0,0,10,0,104500,633
Experian,13,2,11,4,4,10393900,247400,1,0,0,6,6,0,0,0,0,0,0,0,9,0,71500,632
Equifax,15,2,13,2,4,10393900,348100,1,0,0,8,6,0,0,0,0,0,0,0,10,0,104500,650
TransUnion,0,0,0,0,0,0,0,1,0,0,9,3,2,1,0,0,0,0,0,7,0,109100,732
Experian,0,0,0,0,0,0,0,1,0,0,9,3,0,0,0,0,0,0,0,9,0,108650,679
Equifax,0,0,0,0,0,0,0,1,0,0,8,3,2,1,0,0,0,0,0,7,0,74100,772
TransUnion,10,4,6,0,0,26765100,196200,0,0,0,5,4,1,0,0,0,0,0,0,7,0,19700,745
Experian,10,4,6,0,0,26765100,196200,0,0,0,5,4,1,0,0,0,0,0,0,7,0,19700,745
Equifax,10,4,6,0,0,26765100,196200,0,0,0,5,4,1,0,0,0,0,2,0,7,0,4200,743
TransUnion,10,9,1,1,1,951500,61400,1,0,0,9,1,0,0,0,0,0,0,0,9,0,102150,731
Experian,9,9,0,1,1,959300,62900,1,0,0,8,1,0,0,0,0,0,0,0,4,0,37650,719
Equifax,10,10,0,1,1,951500,61400,1,0,0,9,1,0,0,0,0,0,0,0,9,0,40150,732
TransUnion,13,5,8,1,2,36754500,266600,3,0,0,9,3,1,0,0,0,0,4,0,8,0,34330,677
Experian,12,8,4,0,0,36754500,266600,0,0,0,8,3,0,0,0,0,0,13,0,4,0,31830,682
Equifax,12,8,4,0,0,36754500,266600,0,0,0,8,3,1,0,0,0,0,2,0,4,0,31830,691
TransUnion,22,6,16,1,2,9946000,88800,1,1,1,5,18,0,1,0,1,0,2,0,15,0,1900,563
Experian,20,4,16,1,3,9965100,86300,8,8,2,2,15,0,1,0,0,0,4,0,15,0,900,557
Equifax,18,5,13,1,1,9830100,86300,6,5,1,2,15,0,0,0,0,0,2,0,15,11,100,561
TransUnion,15,6,8,6,8,74378400,5448,6,0,0,7,5,1,1,0,0,0,5,0,12,0,17700,569
Experian,15,6,9,7,8,74378400,5448,6,0,0,7,5,0,0,0,1,0,2,0,10,0,17700,575
Equifax,14,6,7,6,7,74378400,5448,6,0,0,6,5,1,0,0,1,0,1,0,10,0,12700,589
TransUnion,7,3,4,3,4,4805500,111600,5,0,0,1,6,0,0,0,0,0,0,0,4,0,150,626
Experian,8,4,4,4,4,4755600,1151,7,0,0,2,6,0,0,0,0,0,0,0,4,0,1150,657
Equifax,8,4,4,3,4,4805500,115100,5,0,0,2,6,0,0,0,0,0,0,0,4,0,450,617
TransUnion,21,15,6,0,3,8087000,68300,0,0,0,5,13,0,1,0,3,0,3,0,17,0,2202,559
Experian,21,12,9,0,4,8354100,68300,2,2,1,4,13,0,1,0,2,0,3,0,17,0,1900,556
Equifax,17,12,5,0,1,7847100,68300,2,2,1,4,11,0,1,0,0,0,1,0,9,8,1700,618
TransUnion,3,3,0,0,1,652900,53100,10,4,2,2,6,0,0,0,0,0,3,0,12,0,7500,534
Experian,7,6,1,0,0,710300,110500,9,2,0,1,2,0,0,0,0,0,5,0,10,0,500,594
Equifax,1,1,0,0,0,0,38700,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,629
TransUnion,7,3,4,1,2,785300,0,1,1,0,6,1,0,1,0,1,0,17,0,6,1,6401,532
Experian,8,3,5,1,3,785300,10300,5,5,2,6,1,0,1,0,0,0,6,0,6,1,6401,535
Equifax,6,2,4,1,2,1830300,0,5,5,2,3,1,0,0,0,0,0,3,0,3,0,0,560
TransUnion,19,12,7,2,8,7192300,115600,0,0,0,9,7,1,1,0,6,0,25,0,7,0,21350,524
Experian,16,4,12,1,7,6935300,52000,2,0,0,5,5,0,0,0,6,0,3,0,7,0,4950,558
Equifax,16,7,9,2,7,34082900,399500,5,1,0,6,2,0,0,0,3,0,1,0,7,0,6950,484
TransUnion,10,6,4,0,5,2199600,8400,0,0,0,1,6,0,0,0,2,0,1,0,12,0,1500,627
Experian,9,4,5,0,4,2101800,8400,1,0,0,1,6,0,1,0,2,0,2,0,12,0,1500,625
Equifax,8,5,3,0,3,2078100,8400,1,0,0,1,6,0,0,0,0,0,0,0,12,2,1500,631
TransUnion,4,3,1,1,2,17814,0,0,0,0,0,2,0,1,0,1,0,0,0,3,0,0,544
Experian,4,2,2,1,2,17817,0,0,0,0,0,2,0,1,0,1,0,1,0,3,0,0,525
Equifax,3,2,1,1,1,16055,0,0,0,0,0,2,0,1,0,0,0,1,0,12,0,0,541
TransUnion,5,3,2,0,2,2032700,64600,0,0,0,2,4,0,0,0,2,0,1,1,10,0,800,548
Experian,5,1,4,0,4,324400,3000,1,1,1,2,2,0,0,0,1,0,1,0,11,0,800,496
Equifax,5,2,3,1,1,130800,6300,1,1,1,2,0,0,0,0,0,0,2,1,3,0,300,565
TransUnion,12,9,3,0,2,5283100,76000,0,0,2,1,11,0,0,0,0,0,36,1,19,0,300,572
Experian,12,8,4,0,2,5283100,76000,2,9,7,1,11,0,0,0,0,0,27,1,19,0,300,574
Equifax,12,8,4,0,2,5283100,76000,0,0,2,1,11,0,0,0,0,0,15,1,19,6,300,581
TransUnion,27,17,10,3,5,37029,947,9,1,0,19,6,0,2,0,2,0,5,0,11,0,12590,547
Experian,23,11,12,3,4,14300,947,21,7,4,19,2,0,2,0,0,0,4,0,11,0,12590,517
Equifax,27,16,11,3,5,36956,925,19,7,2,19,6,0,0,0,0,0,2,0,11,5,5150,549
TransUnion,21,8,13,1,2,176168,1377,14,0,0,6,18,0,1,0,0,2,15,0,17,0,15800,547
Experian,25,12,13,1,2,175329,1529,17,4,2,5,14,0,1,1,0,2,2,0,17,0,15850,553
Equifax,22,8,14,2,1,174428,1200,14,5,2,3,12,0,1,0,0,2,0,0,17,1,3150,564
TransUnion,17,13,4,0,0,5182200,86700,2,0,0,10,5,0,1,0,0,1,11,0,9,0,9975,693
Experian,15,12,3,0,0,5182200,86700,3,0,0,10,5,0,1,0,0,0,11,0,9,0,8500,666
Equifax,16,13,3,0,0,5182200,86700,3,0,0,10,5,0,0,0,0,0,4,0,9,3,7700,703
TransUnion,11,4,7,0,1,2027900,42600,0,0,0,8,7,0,1,0,1,0,2,0,21,0,36750,651
Experian,15,3,12,0,3,9137000,43000,0,0,0,6,6,0,1,0,0,0,2,0,22,1,19500,638
Equifax,7,3,4,0,3,3224900,46000,1,1,1,1,2,0,0,0,0,0,1,0,22,1,10000,616
TransUnion,12,5,7,0,0,30686400,317100,1,0,0,4,4,5,1,0,0,1,0,0,33,0,159200,795
Experian,14,7,7,1,0,37292000,508800,0,0,0,4,3,3,1,0,0,0,0,0,35,0,60400,655
TransUnion,13,10,3,2,4,10421400,77200,7,0,0,1,11,0,0,0,3,0,21,0,14,0,200,537
Experian,14,8,6,2,5,19035500,84200,9,1,1,1,12,0,0,0,3,0,14,0,14,4,200,547
Equifax,10,9,1,0,0,22347300,0,6,0,0,0,5,0,0,0,0,0,5,0,9,4,0,638
TransUnion,22,20,2,1,1,10513000,125200,3,0,0,8,11,0,2,0,1,0,7,0,16,0,38000,518
Experian,21,19,2,1,1,10494600,128100,5,1,1,8,11,0,2,0,1,0,5,0,16,0,38000,529
Equifax,20,19,1,1,0,9256000,125200,3,1,1,7,10,0,1,0,0,0,2,0,3,8,12100,504
TransUnion,5,4,1,0,2,1065600,4100,0,0,0,2,2,0,0,0,2,0,6,0,12,0,600,568
Experian,7,3,4,0,4,1198400,4100,0,0,0,2,2,0,0,0,2,0,7,0,12,0,600,553
Equifax,7,4,3,0,3,1183900,6500,0,0,0,2,3,0,0,0,2,0,4,0,12,2,300,557
TransUnion,16,12,4,1,2,18968100,481400,0,0,0,9,7,0,0,0,2,0,6,0,15,0,18350,692
Experian,15,10,5,0,2,19019400,481400,5,3,0,6,7,0,0,0,2,0,4,0,5,0,15100,674
Equifax,16,12,4,1,1,18882800,480900,3,3,0,6,6,0,0,0,1,0,1,0,15,0,15800,690
TransUnion,6,4,2,0,2,2233300,120200,0,0,0,3,7,0,0,0,1,0,17,0,1,0,1300,666
Experian,11,5,6,0,3,3208900,120200,1,2,0,2,5,0,0,0,1,0,6,0,6,0,800,657
Equifax,7,5,2,0,0,2164300,120200,0,0,0,1,4,0,0,0,0,0,11,0,6,0,300,647
TransUnion,26,6,20,0,9,20423200,61600,7,5,0,10,22,0,0,0,0,0,41,2,12,0,2775,567
Experian,31,8,23,1,8,2622100,79400,12,5,0,9,16,0,0,1,1,0,32,2,12,0,2575,618
Equifax,24,5,19,0,9,2570400,1000,8,5,0,10,12,0,0,0,0,0,5,1,13,10,1300,605
TransUnion,18,8,10,1,6,1523300,50600,0,0,0,4,10,0,0,0,4,0,4,0,6,0,4200,522
Experian,18,4,14,2,5,1523300,50600,2,1,0,4,10,0,2,0,4,0,3,0,6,0,4200,522
Equifax,17,14,3,2,5,1523300,50600,1,0,0,4,9,0,0,0,2,0,3,0,9,0,4200,523
TransUnion,23,11,12,9,0,1804200,6600,2,1,1,6,16,0,1,0,0,0,4,0,10,0,30800,742
Experian,13,9,4,1,0,1612800,2500,2,1,1,5,14,0,0,0,0,0,3,0,13,0,14300,723
Equifax,21,12,9,9,0,1612800,2500,2,1,1,5,10,0,0,0,0,0,3,0,11,6,13700,727
TransUnion,18,7,11,7,0,39022500,528100,11,3,1,6,9,3,0,0,0,0,17,0,17,0,81400,474
Experian,19,7,12,7,0,39006800,527300,12,5,4,6,8,3,0,0,0,0,10,0,17,1,81400,499
Equifax,16,5,11,5,0,31845900,448700,7,4,3,6,7,2,0,0,0,0,7,0,17,3,5000,518
TransUnion,11,7,4,0,0,3409900,38900,0,0,1,6,5,0,0,0,0,0,7,0,17,0,37300,618
Experian,11,7,4,0,0,3409900,38900,0,0,4,6,5,0,0,0,0,0,5,0,17,0,37300,623
Equifax,11,7,4,0,0,3406000,35400,0,0,4,6,5,0,0,0,0,0,4,0,17,1,37300,620
TransUnion,8,1,7,4,3,889300,8700,1,0,3,2,6,0,1,0,1,0,0,0,9,0,1160,558
Experian,7,1,6,1,4,951400,8700,1,1,0,2,3,0,0,0,0,0,0,0,9,0,1160,531
TransUnion,14,5,9,0,2,4698400,103600,0,0,0,8,7,0,1,0,1,0,7,0,8,0,14939,641
Experian,15,5,10,1,4,4785200,103600,2,1,1,8,7,0,0,0,0,0,4,0,8,0,13950,636
Equifax,11,3,8,1,3,6560300,97000,2,2,1,4,4,0,0,0,0,0,2,0,9,0,1250,639
TransUnion,11,7,4,2,2,3132800,56100,2,0,0,8,3,0,0,0,0,0,4,0,11,0,63510,658
Experian,8,4,4,0,1,2954200,23800,1,1,0,6,2,0,0,0,0,0,5,0,11,0,28410,670
Equifax,6,3,3,0,1,2954200,24100,1,1,0,4,2,0,0,0,0,0,3,0,7,0,25000,671
TransUnion,3,3,0,1,2,589000,0,0,0,0,0,1,0,0,0,2,0,32,0,5,0,0,519
Experian,3,0,3,0,3,5890,0,1,1,1,0,1,0,0,0,2,0,35,0,5,0,0,476
Equifax,3,0,3,0,3,589000,0,1,1,1,0,1,0,0,0,2,0,19,0,3,0,0,480
TransUnion,8,4,4,0,1,228800,5000,0,0,0,11,2,0,1,0,0,0,3,0,35,0,67610,745
Experian,14,4,10,0,1,228800,5000,0,0,0,10,1,0,1,0,0,0,2,0,14,0,28810,741
Equifax,12,6,6,0,1,228800,5000,0,0,0,6,1,0,1,0,0,0,1,0,13,0,20800,774
TransUnion,32,7,25,9,6,45984,127,1,1,1,2,20,0,1,0,0,0,5,0,11,0,13200,643
Experian,26,5,21,2,6,48338,410,4,1,1,2,13,0,0,0,0,0,1,0,11,0,13200,631
Equifax,36,6,30,10,6,45141,127,4,1,1,2,18,0,1,0,0,0,1,0,12,4,13000,639
TransUnion,7,6,1,0,0,6386700,38300,0,0,0,3,5,0,0,0,0,0,5,0,20,0,16200,656
Experian,9,8,1,0,0,6471000,44300,0,0,0,3,5,0,0,0,0,0,2,0,20,1,16200,666
Equifax,8,7,1,0,0,6389500,38300,0,0,0,3,5,0,0,0,0,0,2,0,20,3,15950,664
TransUnion,4,1,3,1,3,376000,0,0,0,1,0,3,0,1,0,1,0,3,0,8,1,0,550
Experian,3,0,3,0,3,376000,0,1,1,1,0,2,0,1,0,0,0,4,0,8,1,0,547
Equifax,4,2,2,1,3,376000,0,1,1,2,0,3,0,0,0,0,0,3,0,8,2,0,550
TransUnion,3,3,0,0,1,2707800,68300,0,0,0,1,1,0,0,0,1,0,6,0,4,0,2500,540
Experian,3,2,1,0,1,2707800,68300,0,0,0,1,1,0,0,0,1,0,11,0,4,0,2500,538
Equifax,3,2,1,0,1,2707800,68300,0,0,0,1,1,0,0,0,1,0,6,0,4,0,2500,542
TransUnion,5,4,1,0,3,9828500,0,0,0,0,1,2,0,1,0,2,0,1,0,10,0,400,583
Experian,4,2,2,0,2,9810100,0,0,0,0,1,2,0,1,0,0,0,2,0,10,0,400,586
Equifax,4,3,1,0,2,9810100,0,0,0,0,1,2,0,0,0,0,0,0,0,10,2,0,588
TransUnion,14,2,12,1,5,2876700,89400,1,0,0,6,9,0,1,0,1,0,23,0,8,0,21350,527
Experian,17,3,14,0,7,10263900,89400,5,4,4,6,7,0,0,0,0,0,16,0,8,0,21550,521
Equifax,13,1,12,0,5,2791700,11100,4,4,4,6,7,0,0,0,0,0,6,0,8,0,20000,509
TransUnion,12,7,5,0,4,6066100,18600,2,0,1,4,10,0,0,0,1,0,6,0,17,0,3700,538
Experian,10,5,5,1,3,7847400,42200,8,4,2,2,8,1,0,0,0,0,4,0,17,2,1000,495
Equifax,15,9,6,0,3,6066100,23300,3,2,1,3,8,0,0,0,0,0,3,0,17,3,1000,551
TransUnion,5,5,0,1,1,1144800,54200,9,3,0,2,2,0,0,0,1,0,2,0,9,0,17500,530
Experian,4,3,1,1,1,1144800,54200,7,3,0,1,2,0,0,0,1,0,7,0,4,0,500,546
Equifax,4,3,1,1,1,1144800,54200,5,3,0,1,2,0,0,0,1,0,3,0,4,0,500,549
TransUnion,16,10,6,0,11,1371700,52800,0,0,0,10,3,0,0,0,6,0,4,0,7,0,4630,591
Experian,17,4,13,0,13,977800,14400,0,0,0,9,2,0,5,0,6,0,0,0,7,0,4630,560
Equifax,18,10,8,0,13,1478200,52800,0,0,0,8,2,0,0,0,0,0,2,0,7,0,2100,563
TransUnion,5,4,1,0,1,824300,7800,0,0,0,4,2,0,0,0,0,0,1,0,6,0,10051,721
Experian,5,2,3,1,1,584800,2200,0,0,1,3,1,0,0,0,0,0,1,0,5,0,4551,673
Equifax,3,2,1,0,1,584800,200,1,1,0,2,1,0,0,0,0,0,1,0,6,0,551,619
TransUnion,8,8,0,0,1,5151500,59200,0,0,0,0,7,0,0,0,2,0,20,2,12,0,0,582
Experian,9,7,2,0,2,5153800,59200,0,0,0,0,7,0,0,0,2,0,14,2,12,0,0,583
Equifax,8,7,1,0,1,4947500,59200,0,0,0,0,7,0,0,0,0,0,0,1,12,6,0,590
TransUnion,14,5,8,2,9,2643800,93600,2,0,1,11,3,0,0,0,0,0,0,0,9,0,33750,607
Experian,13,5,8,7,7,2643800,93600,2,1,1,11,2,0,0,0,0,0,0,0,9,0,33750,594
Equifax,13,5,7,7,8,2643800,93600,2,1,1,12,1,0,0,0,0,0,0,0,12,0,34259,571
TransUnion,6,5,1,2,3,1995000,11300,0,0,0,3,1,0,0,0,2,0,3,0,8,0,1501,485
Experian,4,3,1,2,1,195900,11300,3,1,1,3,0,0,0,0,1,0,2,0,5,0,1501,472
Equifax,4,3,1,2,1,1923100,11300,1,1,1,3,1,0,0,0,0,0,4,0,8,0,1501,485
TransUnion,18,11,7,1,3,34615000,93900,0,0,0,10,7,0,0,0,1,0,5,0,27,0,8200,549
Experian,17,10,7,1,2,34591700,102300,2,0,0,9,7,0,0,0,0,0,2,0,27,0,8100,559
Equifax,16,9,7,1,1,34591700,93900,1,0,0,8,7,0,0,0,0,0,2,0,27,3,2500,559
TransUnion,6,2,4,2,2,1701400,54000,2,1,0,3,3,0,1,0,1,0,8,0,7,0,850,498
Experian,8,2,6,2,4,2196600,54000,10,3,1,3,3,0,0,0,0,0,4,0,7,0,850,503
Equifax,6,3,3,2,2,1703900,54000,8,3,0,3,3,0,0,0,0,0,4,0,7,0,400,458
TransUnion,12,4,4,0,2,3783100,11200,0,0,0,7,3,0,0,0,0,0,2,0,6,0,21300,612
Experian,11,8,3,1,1,3418200,11200,1,1,2,6,3,0,0,0,0,0,1,0,7,0,16850,607
Equifax,12,4,4,2,2,3783100,11200,3,2,2,7,3,0,0,0,0,0,1,0,7,2,20800,553
TransUnion,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,400,738
Experian,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,400,724
Equifax,2,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19,0,400,703
TransUnion,6,3,2,0,1,587200,45500,0,0,0,2,4,0,0,0,0,0,7,0,10,0,2600,636
Experian,5,2,3,0,0,359200,37700,0,0,0,2,3,0,0,0,0,0,3,0,10,0,2600,683
Equifax,5,3,2,0,0,359200,37700,0,0,0,3,2,0,0,0,0,0,0,0,12,0,12600,711
TransUnion,13,1,8,2,10,2929300,33600,6,2,0,9,1,0,3,0,0,0,0,0,3,0,14151,488
Experian,12,4,8,7,9,2914400,37600,17,10,8,9,1,0,0,0,2,0,0,0,3,0,22151,507
Equifax,9,1,5,7,9,2914400,33600,17,10,8,6,1,0,0,0,2,0,0,0,3,0,4551,478
TransUnion,4,2,1,0,1,3230200,64100,0,0,0,3,0,0,1,0,0,0,0,0,10,0,25600,613
Experian,5,2,3,0,2,3269100,64100,0,0,0,3,1,0,0,0,1,0,0,0,10,0,25600,611
Equifax,5,2,1,0,2,3269100,64100,0,0,0,3,0,0,1,0,1,0,0,0,10,0,25600,612
TransUnion,16,12,6,4,4,24114100,44900,10,2,0,15,0,0,1,0,0,0,1,0,16,0,76180,666
Experian,15,11,4,5,5,24101700,41400,7,3,1,15,0,0,0,0,0,0,1,0,16,0,72580,674
Equifax,15,11,3,4,4,24114100,44900,2,0,0,13,0,0,1,0,0,0,1,0,16,0,74280,724
TransUnion,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,610
Experian,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,631
Equifax,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,634
TransUnion,2,0,1,0,0,470100,0,0,0,0,1,0,0,1,0,0,0,0,0,14,0,1000,497
Experian,3,0,3,0,0,380100,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,4000,552
Equifax,12,0,2,0,0,3927300,0,0,0,0,2,0,0,10,0,0,0,0,0,11,0,3000,757
TransUnion,17,10,7,0,0,2121000,83300,0,0,0,15,2,0,0,0,0,0,1,0,27,0,146200,802
Experian,16,10,6,0,0,1651700,73600,0,0,0,13,2,0,0,0,0,0,5,0,24,0,135200,793
Equifax,16,9,7,0,0,2265300,85700,0,0,0,13,2,0,1,0,0,0,8,0,24,0,115000,766
TransUnion,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,5901,780
Experian,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,5901,770
Equifax,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,5901,778
TransUnion,14,5,9,3,3,1686800,42700,0,0,0,9,4,1,0,0,0,0,2,0,9,0,22250,639
Experian,15,5,10,3,3,1686800,42700,3,0,0,9,5,0,0,0,0,0,3,0,9,0,22250,629
Equifax,14,5,9,2,2,1686400,42500,0,0,0,8,4,1,0,0,0,0,1,0,9,0,17250,636
TransUnion,14,7,6,3,5,3929500,102900,8,1,0,10,2,0,1,0,0,0,7,0,9,0,6200,543
Experian,15,7,8,4,6,3949500,102900,7,2,0,10,2,0,0,0,2,0,5,0,9,0,6200,554
Equifax,12,7,5,2,3,3931300,102900,7,0,0,10,2,0,0,0,0,0,9,0,9,0,6200,516
TransUnion,7,1,6,1,2,808600,134700,9,0,0,4,3,0,0,0,0,0,0,0,9,0,9550,621
Experian,6,1,5,2,2,808600,134700,10,0,1,3,3,0,0,0,0,0,0,0,9,0,7800,616
Equifax,9,1,8,2,2,808600,134700,9,0,0,6,3,0,0,0,0,0,0,0,13,0,12451,636
TransUnion,16,7,8,0,0,1251400,23400,0,0,0,4,9,0,1,0,0,0,1,0,13,0,25500,722
Experian,19,10,9,0,0,1471000,55600,0,0,0,5,12,0,0,0,0,1,5,0,13,0,25500,717
Equifax,17,7,9,0,0,1251400,23400,0,0,0,4,9,0,1,0,0,0,0,0,13,0,23500,737
TransUnion,7,1,6,4,4,994900,4500,13,3,1,2,5,0,0,0,0,0,0,0,11,0,950,545
Experian,8,2,6,5,5,1190400,11100,17,2,1,3,5,0,0,0,0,0,0,0,11,0,2950,521
Equifax,9,1,8,5,5,1040100,7300,13,4,3,3,6,0,0,0,0,0,0,0,12,0,1450,540
TransUnion,18,8,8,2,2,23838200,350500,1,0,0,6,9,1,0,0,0,0,0,0,15,0,144200,708
Experian,18,9,9,2,2,23847500,350500,1,0,0,8,8,0,0,0,0,0,0,0,20,0,147200,725
Equifax,17,8,8,2,2,23847500,350500,1,0,0,6,9,1,0,0,0,1,0,0,15,1,146700,724
TransUnion,7,6,1,0,0,2807700,70400,0,0,0,5,2,0,0,0,0,0,1,0,10,0,24600,731
Experian,7,6,1,0,0,2738400,67900,0,0,0,5,2,0,0,0,0,0,8,0,10,0,24600,719
Equifax,7,6,1,0,0,2738400,67900,0,0,0,5,2,0,0,0,0,0,0,0,10,0,24600,740
